identifier,taxon_of_interest,family,genus,species,Fragment,Scoloptoxin?
TR|A0A194APH5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194API9|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARB2|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARB6|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARC1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARC5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARH7|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARJ0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARJ5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARK4|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ARK8|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ASD1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ASE0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ASE2|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,mature_seq (NO_SP),
TR|A0A194ASE3|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ASE5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ASF5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,mature_seq (NO_SP),
TR|A0A194AT81|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATA3|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATA6|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATB0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATB5|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATC0|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATC3|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
TR|A0A194ATD1|Micrurus_tener,Elapidae,Elapidae,Micrurus,Micrurus tener,full_seq (SP),
SP|P01389|Naja_anchietae,Elapidae,Elapidae,Naja,Naja anchietae,mature_seq (NO_SP),
SP|P34074|Naja_annulata_annulata,Elapidae,Elapidae,Naja,Naja annulata annulata,mature_seq (NO_SP),
SP|P34075|Naja_annulata_annulata,Elapidae,Elapidae,Naja,Naja annulata annulata,mature_seq (NO_SP),
SP|P01399|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01420|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01421|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01422|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01453|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01454|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01455|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01459|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01460|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01461|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01462|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01464|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01465|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P01466|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P25677|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P25678|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P62390|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|P68417|Naja_annulifera,Elapidae,Elapidae,Naja,Naja annulifera,mature_seq (NO_SP),
SP|O93422|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P60814|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q9YGI1|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q9YGI4|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
TR|E2ITZ6|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P01442|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P01443|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P07525|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P0DUK7|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P49122|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P49123|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P60304|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P60306|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P60307|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P60308|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P60309|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,mature_seq (NO_SP),
SP|P60770|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P79810|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P80245|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P80958|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q8UUK0|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q91124|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q91126|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q91135|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q91136|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q91137|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98956|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98957|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98958|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98959|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98960|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98961|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98962|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q98965|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q9W6W6|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q9W6W9|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|Q9W716|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
TR|E2ITZ7|Naja_atra,Elapidae,Elapidae,Naja,Naja atra,full_seq (SP),
SP|P34076|Naja_christyi,Elapidae,Elapidae,Naja,Naja christyi,mature_seq (NO_SP),
NCBI|NAJHA_GHRV01002244.1_C372_184|Naja_haje,Elapidae,Elapidae,Naja,Naja haje,mature_seq (NO_SP),
NCBI|NAJHA_GHRV01000814.1_C597_352|Naja_haje,Elapidae,Elapidae,Naja,Naja haje,mature_seq (NO_SP),
SP|P25674|Naja_haje_haje,Elapidae,Elapidae,Naja,Naja haje haje,mature_seq (NO_SP),
SP|P01401|Naja_haje_haje,Elapidae,Elapidae,Naja,Naja haje haje,mature_seq (NO_SP),
SP|P01415|Naja_haje_haje,Elapidae,Elapidae,Naja,Naja haje haje,mature_seq (NO_SP),
SP|P01457|Naja_haje_haje,Elapidae,Elapidae,Naja,Naja haje haje,mature_seq (NO_SP),
SP|P25675|Naja_haje_haje,Elapidae,Elapidae,Naja,Naja haje haje,mature_seq (NO_SP),
SP|P01391|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P0DSM9|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P25679|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P82935|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,full_seq (SP),
SP|P01445|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P01446|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P0CH80|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P0DSN0|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P14541|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P14613|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P24779|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P59275|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P59276|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P82462|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P82463|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P82464|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|P82849|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,mature_seq (NO_SP),
SP|Q9DGH9|Naja_kaouthia,Elapidae,Elapidae,Naja,Naja kaouthia,full_seq (SP),
SP|P01383|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01388|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P0DQQ1|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P0DQQ2|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01400|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01424|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01448|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01473|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01474|Naja_melanoleuca,Elapidae,Elapidae,Naja,Naja melanoleuca,mature_seq (NO_SP),
SP|P01431|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P01432|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P01452|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P01467|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P01469|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P01470|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
SP|P25517|Naja_mossambica,Elapidae,Elapidae,Naja,Naja mossambica,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_11|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|C0HM09|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P25668|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P25669|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P25671|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P25672|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P25673|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nana_c3_dn_17|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_10|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_15|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c1_1|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_16|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_12|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_19|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_3|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_6_mka|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_7_mka|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019151_1_np121212_gene_1_mRNA_1|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_11|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_8|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_10|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_2|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_25|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_3|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_5|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_7|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_9|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c4_dn_1|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
SP|P29179|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P29180|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P29181|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P29182|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_12|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_14|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_28|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_1|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_14|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_15|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_18|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_20|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_23|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_24|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_26|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_27|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nana_c3_dn_4|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nana_c3_dn_6|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_1|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_2|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_3|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|Nnaj_SOZL01001066_1_np121212_gene_1_mRNA_4|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
SP|C0HM08|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P01440|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P01447|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P24780|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P86382|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P86538|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P86540|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
SP|P86541|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,mature_seq (NO_SP),
NCBI|NAJMO_GIJF01000694.1_C620_375|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJMO_GIJF01000822.1_C570_316|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJMO_GIJF01002765.1_C269_63|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJNI_GIJG01001078.1_C500_294|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJNI_GIJG01001188.1_C432_220|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJNI_GIJG01001191.1_C479_237|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
NCBI|NAJNI_GIJG01001632.1_C398_189|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
SP|P0DSN1|Naja_nigricollis,Elapidae,Elapidae,Naja,Naja nigricollis,mature_seq (NO_SP),
SP|P01390|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
SP|P25680|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
NCBI|NAJNI_GIJH01000740.1_C512_282|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
NCBI|NAJNI_GIJH01000756.1_C445_239|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
SP|P01423|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
SP|P01456|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
SP|P01458|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
SP|P01463|Naja_nivea,Elapidae,Elapidae,Naja,Naja nivea,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01001285.1_C460_209|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01001525.1_C450_190|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01001829.1_C373_116|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01000015.1_C2405_2196|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01000526.1_C465_223|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01001024.1_C456_214|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
NCBI|NAJNU_GIJI01001548.1_C448_212|Naja_nubiae,Elapidae,Elapidae,Naja,Naja nubiae,mature_seq (NO_SP),
SP|P01382|Naja_oxiana,Elapidae,Elapidae,Naja,Naja oxiana,mature_seq (NO_SP),
SP|P85520|Naja_oxiana,Elapidae,Elapidae,Naja,Naja oxiana,mature_seq (NO_SP),
SP|P01441|Naja_oxiana,Elapidae,Elapidae,Naja,Naja oxiana,mature_seq (NO_SP),
SP|P01451|Naja_oxiana,Elapidae,Elapidae,Naja,Naja oxiana,mature_seq (NO_SP),
SP|Q9PS34|Naja_oxiana,Elapidae,Elapidae,Naja,Naja oxiana,mature_seq (NO_SP),
NCBI|NAJPA_GIJJ01000770.1_C467_213|Naja_pallida,Elapidae,Elapidae,Naja,Naja pallida,mature_seq (NO_SP),
NCBI|NAJPA_GIJJ01001129.1_C372_115|Naja_pallida,Elapidae,Elapidae,Naja,Naja pallida,mature_seq (NO_SP),
NCBI|NAJPA_GIJJ01001759.1_C249_13|Naja_pallida,Elapidae,Elapidae,Naja,Naja pallida,mature_seq (NO_SP),
SP|P01426|Naja_pallida,Elapidae,Elapidae,Naja,Naja pallida,mature_seq (NO_SP),
SP|P01468|Naja_pallida,Elapidae,Elapidae,Naja,Naja pallida,mature_seq (NO_SP),
NCBI|NAJPH_GIJK01000105.1_C1082_864|Naja_philippinensis,Elapidae,Elapidae,Naja,Naja philippinensis,mature_seq (NO_SP),
NCBI|NAJPH_GIJK01000671.1_C406_203|Naja_philippinensis,Elapidae,Elapidae,Naja,Naja philippinensis,mature_seq (NO_SP),
NCBI|NAJPH_GIJK01000704.1_C431_213|Naja_philippinensis,Elapidae,Elapidae,Naja,Naja philippinensis,mature_seq (NO_SP),
NCBI|NAJPH_GIJK01001248.1_C249_16|Naja_philippinensis,Elapidae,Elapidae,Naja,Naja philippinensis,mature_seq (NO_SP),
SP|P60773|Naja_philippinensis,Elapidae,Elapidae,Naja,Naja philippinensis,mature_seq (NO_SP),
SP|P83345|Naja_sagittifera,Elapidae,Elapidae,Naja,Naja sagittifera,mature_seq (NO_SP),
NCBI|NAJSI_GIJL01002105.1_C250_44|Naja_siamensis,Elapidae,Elapidae,Naja,Naja siamensis,mature_seq (NO_SP),
NCBI|NAJSI_GIJL01000963.1_C467_213|Naja_siamensis,Elapidae,Elapidae,Naja,Naja siamensis,mature_seq (NO_SP),
SP|O42257|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O93472|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O42255|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O42256|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|Q802B2|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|Q802B3|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|Q9W7I3|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O57326|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O57327|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O73856|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O93471|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|O93473|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|P60302|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|P60311|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,mature_seq (NO_SP),
SP|P60772|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,mature_seq (NO_SP),
SP|Q9PSN6|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,mature_seq (NO_SP),
SP|Q9YGJ5|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
SP|Q9YGJ6|Naja_sputatrix,Elapidae,Elapidae,Naja,Naja sputatrix,full_seq (SP),
NCBI|NAJSU_GIJM01003258.1_C442_182|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01003390.1_C487_248|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01003176.1_C489_247|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01004954.1_C362_117|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01000709.1_C501_238|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
